Number,Gender,NameSet,Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,StateFull,ZipCode,Country,CountryFull,TelephoneNumber,TelephoneCountryCode,MothersMaiden,Birthday,Age,NationalID,Occupation,Company,BloodType,Pounds,Kilograms,FeetInches,Centimeters
4882,female,American,Mrs.,Mary,S,Whitmore,"3648 Sweetwood Drive",Aurora,CO,Colorado,80010,US,"United States",303-365-5025,1,Pippen,1/4/1968,51,524-42-1927,"Psychiatric aide","Morrie Mages",A+,128.0,58.2,"5' 1""",155
4883,female,American,Ms.,Jessica,C,Gonzales,"2386 Wexford Way","Rock Hill",SC,"South Carolina",29730,US,"United States",803-366-6179,1,Phillips,4/25/1941,78,250-07-2865,"Water treatment plant and system operator","Roadhouse Grill",AB+,165.4,75.2,"5' 2""",158
4884,female,American,Mrs.,Vicky,H,Gullion,"3479 Pritchard Court",Owatonna,MN,Minnesota,55060,US,"United States",507-363-3766,1,Martin,9/1/1982,36,471-10-7695,"Biological scientist","Total Yard Management",O-,146.3,66.5,"5' 1""",155
4885,female,American,Ms.,Amy,R,Holmes,"186 Crummit Lane",Cranston,RI,"Rhode Island",02910,US,"United States",401-943-3548,1,Baker,7/3/1958,61,039-42-3142,"Trauma nurse","Handy City",O+,160.6,73.0,"5' 2""",158
4886,female,American,Ms.,Debbie,C,Jones,"3320 Whitetail Lane",Irving,TX,Texas,75060,US,"United States",469-326-6591,1,Dickson,6/24/1993,26,638-52-8374,"Machine feeder","Waccamaw's Homeplace",A+,114.6,52.1,"5' 2""",158
4887,female,American,Mrs.,Courtney,F,Roybal,"1947 Heliport Loop",Paoli,IN,Indiana,47454,US,"United States",812-723-5403,1,Kane,12/8/1937,81,314-34-1039,Embalmer,"Avant Garde Appraisal",A+,171.6,78.0,"5' 1""",154
4888,female,American,Dr.,Mary,J,Brim,"89 Lowes Alley",Columbus,OH,Ohio,43201,US,"United States",740-320-7165,1,Peterson,2/25/1962,57,276-36-3327,Appraiser,"Buena Vista Garden Maintenance",B-,208.3,94.7,"5' 6""",167
4889,female,American,Mrs.,Robin,J,Rowley,"2825 Stratford Court",Raleigh,NC,"North Carolina",27604,US,"United States",919-753-2949,1,Clayton,4/28/1935,84,242-21-4888,"Fine arts instructor","Richman Brothers",O+,134.0,60.9,"5' 6""",167
4890,female,American,Dr.,Clara,D,Guerrero,"3862 Glenwood Avenue",Cleveland,OH,Ohio,44115,US,"United States",216-357-1596,1,Kitchens,6/15/1974,45,278-07-3847,"Gas appliance repairer","Crown Auto Parts",A+,165.4,75.2,"5' 7""",170
4891,female,American,Mrs.,Dianne,C,McCaffery,"4885 Walt Nuzum Farm Road",Rochester,NY,"New York",14613,US,"United States",585-458-5472,1,Nguyen,10/11/1997,21,127-56-2756,Anesthesiologist,"Team Designers and Associates",B+,126.7,57.6,"5' 7""",169
4892,female,American,Ms.,Erika,P,White,"4706 Wildwood Street",Akron,OH,Ohio,44308,US,"United States",330-681-0259,1,Denham,8/10/1946,73,268-74-4597,"Power distributor","Larry's Markets",A+,154.9,70.4,"5' 7""",170
4893,female,American,Ms.,Bernice,M,Rea,"3167 Cedar Street",Blytheville,AR,Arkansas,72315,US,"United States",870-762-1233,1,Mork,12/12/1970,48,432-30-5007,"Emergency management specialist","E.J. Korvette",A+,143.9,65.4,"5' 0""",153
4894,female,American,Ms.,Charlene,F,Johnson,"2403 Shinn Street","New York",NY,"New York",10036,US,"United States",212-704-4616,1,Harper,9/22/1973,45,118-38-0010,"Psychiatric aide","Cellophane Square",A+,121.2,55.1,"5' 8""",172
4895,female,American,Ms.,Elizabeth,T,Barnes,"686 Buckhannan Avenue",Syracuse,NY,"New York",13202,US,"United States",315-423-1816,1,Hughes,1/4/2000,19,083-64-3103,"Asset property manager","ABCO Foods",O+,113.5,51.6,"5' 5""",164
4896,female,American,Ms.,Anne,R,Nolen,"3968 Lightning Point Drive",Memphis,TN,Tennessee,38134,US,"United States",901-477-5098,1,Jenkins,7/17/1951,68,409-84-4185,"Automotive painter","K's Merchandise",O-,183.7,83.5,"5' 7""",169
4897,female,American,Mrs.,Delores,J,Miracle,"471 Buffalo Creek Road",Nashville,TN,Tennessee,37201,US,"United States",615-863-7084,1,Payan,11/30/1992,26,763-01-2295,"Physician assistant",Lazysize,O-,213.4,97.0,"5' 5""",165
4898,female,American,Ms.,Wendy,C,Shoemaker,"4168 Maloy Court",Colby,KS,Kansas,67701,US,"United States",785-460-7717,1,McCullough,1/19/1969,50,514-20-3252,"Fashion designer","Four Leaf Clover",A+,136.0,61.8,"5' 5""",166
4899,female,American,Mrs.,Betty,D,Maddox,"2493 Leverton Cove Road",Chesterfield,MA,Massachusetts,01012,US,"United States",413-296-0734,1,Goss,11/25/1978,40,026-03-0043,"Corporate office services manager","Tower Records",AB+,144.1,65.5,"5' 6""",168
4900,female,American,Ms.,Sarah,D,Tillman,"4655 Palmer Road",Westerville,OH,Ohio,43081,US,"United States",614-716-2337,1,Stanley,7/22/1983,36,277-09-3544,"Production manager","First Rate Choice",A+,175.6,79.8,"5' 3""",159
4901,female,American,Mrs.,Katie,B,Scudder,"416 Musgrave Street",Anadarko,OK,Oklahoma,73005,US,"United States",405-247-5693,1,Miller,5/5/1981,38,444-28-2380,"Hand sewer","Museum Company",B+,172.0,78.2,"5' 3""",159
4902,female,American,Mrs.,Brandi,J,Harris,"2352 Bridge Avenue",Leesville,LA,Louisiana,71446,US,"United States",337-653-7037,1,Brewer,2/13/1934,85,437-89-0127,"Video control engineer","Eli Moore Inc",A-,190.5,86.6,"5' 4""",162
4903,female,American,Mrs.,Kimberly,R,Harden,"4630 Ash Avenue","Saint Louis",MO,Missouri,63108,US,"United States",314-830-1486,1,Bright,11/17/1976,42,500-19-5620,"Animal control officer",Ransohoffs,O+,186.6,84.8,"5' 8""",173
4904,female,American,Mrs.,Christal,J,Jones,"3841 Hillview Drive",Dalton,GA,Georgia,30720,US,"United States",706-970-2159,1,Carter,12/15/1946,72,673-12-0565,"Executive chef","Star Assistance",O+,167.9,76.3,"5' 7""",171
4905,female,American,Mrs.,Sylvia,R,May,"2582 Gordon Street","Mira Loma",CA,California,91752,US,"United States",909-578-8649,1,Schmidt,7/13/1936,83,619-64-0504,"Air traffic controller","China Coast",B-,189.2,86.0,"4' 11""",150
4906,female,American,Ms.,Kendra,J,Stapp,"4813 McVaney Road",Asheville,NC,"North Carolina",28801,US,"United States",828-215-3875,1,Isaac,3/22/1945,74,690-03-4403,"Religious activities and education director","The Polka Dot Bear Tavern",AB+,150.5,68.4,"5' 1""",154
4907,female,American,Ms.,Nora,J,Adams,"4165 Copperhead Road","East Hartford",CT,Connecticut,06108,US,"United States",860-622-7832,1,Fitzwater,7/6/1935,84,040-16-0877,"Shoe and leather worker","Cal Stereo",B+,136.8,62.2,"5' 1""",154
4908,female,American,Mrs.,Thelma,R,Hodges,"2654 Maple Lane",Birmingham,AL,Alabama,35203,US,"United States",256-521-4684,1,Carter,6/9/1950,69,419-35-3124,"Cleaning, washing, and metal pickling equipment operator","Sounds of Soul Records & Tapes",O+,165.2,75.1,"5' 5""",165
4909,female,American,Mrs.,Nelly,R,Padilla,"4754 Preston Street",Phoenix,AZ,Arizona,85040,US,"United States",623-205-7896,1,Pitcher,2/20/1988,31,765-16-6632,"Power dispatcher","Hudson's MensWear",O+,147.8,67.2,"5' 6""",168
4910,female,American,Ms.,Bertha,R,Ward,"4744 Linda Street",Phila,PA,Pennsylvania,19103,US,"United States",267-784-3862,1,Huffman,10/7/1965,53,188-62-9400,"Medical scientist","Richman Brothers",O+,145.9,66.3,"5' 4""",162
4911,female,American,Mrs.,Kimberly,R,Ontiveros,"2021 Pursglove Court",Eldorado,OH,Ohio,45321,US,"United States",937-273-0096,1,Smith,11/24/1999,19,281-64-7263,"Ground controller","World Radio",B+,186.8,84.9,"5' 5""",164
4912,female,American,Ms.,Darlene,D,Gallagher,"3503 Andy Street","Rapid City",SD,"South Dakota",57701,US,"United States",605-399-7914,1,Harrison,2/13/1993,26,503-19-1615,"Oral pathologist","Tape World",AB+,208.6,94.8,"5' 8""",173
4913,female,American,Mrs.,Kathleen,C,Pietrzak,"3384 Briarwood Road","South West City",MO,Missouri,64863,US,"United States",417-762-0092,1,Sells,7/17/1977,42,487-58-3879,"Hospital attendant","Mr Fables",O+,174.2,79.2,"5' 2""",157
4914,female,American,Mrs.,Georgia,M,Hamilton,"4852 Hillview Street",Chester,SC,"South Carolina",29706,US,"United States",803-815-0130,1,Koerner,1/15/1943,76,251-86-5515,Mortician,"Wickes Furniture",O-,136.0,61.8,"5' 3""",160
4915,female,American,Ms.,Amy,J,Fischer,"47 Big Indian","New Orleans",LA,Louisiana,70112,US,"United States",504-582-3072,1,Corley,4/18/1970,49,661-09-6210,"Hydrographic surveyor",Adapt,B+,111.3,50.6,"5' 1""",156
4916,female,American,Mrs.,Lora,K,Behrens,"2967 Farnum Road","New York",NY,"New York",10011,US,"United States",212-365-0412,1,Odoms,6/10/1948,71,059-40-9890,"Human resources manager","Waccamaw Pottery",B-,139.0,63.2,"5' 3""",161
4917,female,American,Mrs.,Annemarie,J,Powell,"644 Zimmerman Lane","Santa Ana",CA,California,92705,US,"United States",213-471-6016,1,Pierson,6/15/1993,26,556-58-6401,Embalmer,"Listen Up",A-,116.6,53.0,"5' 3""",159
4918,female,American,Ms.,Margaret,G,Freeman,"3853 O Conner Street",Gulfport,MS,Mississippi,39501,US,"United States",228-867-2475,1,McCarty,10/17/1964,54,587-49-4100,"Boiler operator",Huyler's,B+,217.4,98.8,"5' 1""",155
4919,female,American,Ms.,Evelyn,R,Short,"2097 Rockwell Lane",Greenville,NC,"North Carolina",27834,US,"United States",252-560-6795,1,Beaver,5/10/1964,55,243-35-0869,"Bus dispatcher","Specialty Restaurant Group",B+,203.9,92.7,"5' 9""",174
4920,female,American,Mrs.,Wendy,I,Bullard,"1393 Moore Avenue",Waco,TX,Texas,76701,US,"United States",817-753-6151,1,Kraft,7/11/1997,22,629-52-8491,"Maintenance and repair worker","Sound Advice",A+,208.1,94.6,"5' 3""",159
4921,female,American,Mrs.,Jennifer,H,Harrison,"1597 Camden Street",Reno,NV,Nevada,89501,US,"United States",775-326-1445,1,Foster,9/23/1964,54,680-60-0099,Repairer,Monit,B+,180.4,82.0,"5' 3""",161
4922,female,American,Ms.,Cheryl,M,Cole,"3353 Terry Lane",Orlando,FL,Florida,32805,US,"United States",321-412-6718,1,Anderson,11/1/1947,71,266-35-5195,"Motorcycle mechanic","Movie Gallery",A+,184.4,83.8,"5' 3""",161
4923,female,American,Ms.,Alice,R,Lee,"4491 Candlelight Drive",Crosby,TX,Texas,77532,US,"United States",281-462-1668,1,McGrath,6/19/1980,39,630-01-2266,"Construction manager",Hastings,O+,137.9,62.7,"5' 5""",164
4924,female,American,Ms.,Chris,J,Brown,"3966 Illinois Avenue",Aurora,OR,Oregon,97002,US,"United States",503-678-5706,1,Coward,11/8/1974,44,542-51-7803,"Employee assistance plan manager","Cougar Investment",A+,231.0,105.0,"5' 8""",172
4925,female,American,Ms.,Joyce,D,Haney,"3508 Ash Avenue",Kirkwood,MO,Missouri,63122,US,"United States",314-835-3415,1,Feller,7/14/1959,60,492-74-6957,"Biological technician","Circuit City",A+,201.5,91.6,"5' 2""",158
4926,female,American,Mrs.,Carol,R,Kellogg,"2075 Derek Drive",Warren,OH,Ohio,44481,US,"United States",330-395-7574,1,Kramer,6/5/1999,20,276-18-6389,Airman,"Earthworks Yard Maintenance",A+,105.4,47.9,"5' 7""",171
4927,female,American,Mrs.,Jeanne,D,Rico,"4672 Alfred Drive","New York",NY,"New York",10013,US,"United States",718-219-8971,1,Gerald,4/20/1999,20,077-20-0568,"Dairy scientist",Veramons,B+,148.9,67.7,"5' 7""",169
4928,female,American,Mrs.,Toni,D,Simmons,"4048 Cantebury Drive","New York",NY,"New York",10011,US,"United States",646-633-8773,1,Muller,10/13/1967,51,095-50-4079,"Yoga instructor","A. L. Price",A+,150.7,68.5,"5' 5""",166
4929,female,American,Ms.,Ruth,A,Murphy,"4253 Long Street",Ocala,FL,Florida,34471,US,"United States",352-217-7586,1,Wight,8/31/1949,69,265-51-0877,"Dental technician","Allied City Stores",AB-,216.5,98.4,"5' 1""",154
4930,female,American,Ms.,Linnea,G,King,"1550 Thomas Street",Schaumburg,IL,Illinois,60173,US,"United States",847-507-1195,1,Bradford,6/15/1934,85,344-32-4558,Blockmason,"Afforda Merchant Services",B+,125.8,57.2,"5' 7""",169
4931,female,American,Ms.,Glayds,C,Byrd,"4993 Romines Mill Road",Dallas,TX,Texas,75248,US,"United States",214-649-4082,1,Jones,7/31/1945,74,464-40-3477,"Bench technician","MacMarr Stores",A+,114.6,52.1,"5' 2""",158
4932,female,American,Mrs.,Connie,J,Linck,"1028 Fincham Road","San Diego",CA,California,92110,US,"United States",760-551-3387,1,Reed,10/7/1944,74,623-52-9246,"Practical nurses","Destiny Realty",B+,176.2,80.1,"5' 7""",170
4933,female,American,Mrs.,Linda,W,James,"2015 Calvin Street",Baltimore,MD,Maryland,21202,US,"United States",443-349-6587,1,Carter,1/3/1992,27,220-53-7960,"Ornamental ironworker","A+ Investments",A+,201.3,91.5,"5' 7""",171
4934,female,American,Ms.,Margie,D,Garcia,"2745 Dale Avenue",Tacoma,WA,Washington,98407,US,"United States",253-756-2774,1,Ringer,3/25/1995,24,539-42-4680,"Analytical chemist","Whitlocks Auto Supply",B+,197.6,89.8,"5' 7""",171
4935,female,American,Ms.,Andrea,A,Bridges,"379 Romrog Way","Grand Island",NE,Nebraska,68801,US,"United States",308-217-8327,1,Hartman,7/20/1934,85,505-52-4976,"Booth cashier","Desmonds Formal Wear",B-,185.7,84.4,"5' 0""",152
4936,female,American,Mrs.,Rosemary,A,Flores,"828 Isaacs Creek Road","Mason City",IL,Illinois,62664,US,"United States",217-482-3774,1,Cole,12/10/1937,81,334-60-3313,"Amusement machine repairer","Soul Sounds Unlimited",B+,150.5,68.4,"4' 11""",150
4937,female,American,Mrs.,Delia,M,Gillespie,"3028 Norma Avenue",Houston,TX,Texas,77006,US,"United States",936-877-6752,1,Rivero,8/23/1980,38,463-55-5163,"Property disposal specialist","Kiddie City",B+,176.9,80.4,"5' 4""",162
4938,female,American,Mrs.,Norma,C,Smith,"3625 Doe Meadow Drive",Laurel,MD,Maryland,20707,US,"United States",301-549-5942,1,Mabry,3/9/1997,22,220-63-5731,"Clerical supervisor","Joseph Magnin",O+,153.6,69.8,"5' 1""",156
4939,female,American,Ms.,Misty,J,Scott,"4246 Beeghley Street",Waco,TX,Texas,76706,US,"United States",254-931-2588,1,Phillips,8/20/1959,60,467-16-8774,"Staff assistant","Plan Smart",A+,140.6,63.9,"5' 3""",159
4940,female,American,Ms.,Diana,J,Keim,"287 Ferry Street",Huntsville,AL,Alabama,35816,US,"United States",256-777-0226,1,London,1/25/1994,25,421-22-3047,"Veterinary assistants and laboratory animal caretaker",Gamble-Skogmo,B+,161.0,73.2,"5' 7""",171
4941,female,American,Mrs.,Rita,T,Scanlan,"10 Shinn Avenue",Pittsburgh,PA,Pennsylvania,15212,US,"United States",724-565-9916,1,Fisher,9/4/1990,28,173-80-5163,"Billing and posting clerk","Suadela Investment",B+,171.2,77.8,"5' 9""",174
4942,female,American,Mrs.,Ruth,L,Peterson,"1450 Charter Street",Leavenworth,KS,Kansas,66048,US,"United States",913-772-2355,1,Smith,9/9/1936,82,512-44-1850,"Bindery machine setter","Multi-Systems Merchant Services",O+,174.2,79.2,"5' 6""",168
4943,female,American,Ms.,Shirley,J,Barkley,"1388 Late Avenue",Hugo,OK,Oklahoma,74743,US,"United States",580-743-5409,1,King,11/15/1947,71,444-40-5418,Neurosonographer,"Megatronic Plus",O+,151.6,68.9,"4' 11""",151
4944,female,American,Ms.,Celia,J,Ritchie,"166 Loving Acres Road",Roanoke,TX,Texas,76262,US,"United States",817-224-2294,1,Newberry,1/29/1957,62,451-16-8972,"Relay technician","Total Yard Maintenance",A+,115.9,52.7,"5' 7""",170
4945,female,American,Ms.,Jaclyn,G,Johnson,"1403 Mount Tabor","White Plains",NY,"New York",10601,US,"United States",914-570-3755,1,Mayfield,1/19/1982,37,099-94-6471,"Massage therapist","Food Fair",A+,193.6,88.0,"5' 3""",160
4946,female,American,Ms.,Myrtle,N,Bradford,"443 Sycamore Fork Road",Hopkins,MN,Minnesota,55343,US,"United States",952-988-6118,1,Monroe,9/12/1955,63,473-44-5377,"Petroleum pump system operator","Circus World",O+,122.8,55.8,"5' 7""",171
4947,female,American,Mrs.,Victoria,G,Holmes,"3605 Tipple Road",Langhorne,PA,Pennsylvania,19047,US,"United States",215-752-3355,1,Ward,1/6/1951,68,206-50-6029,"Child welfare social worker","Hughes & Hatcher",B+,189.9,86.3,"5' 5""",165
4948,female,American,Ms.,Esther,S,Palmer,"3086 Poling Farm Road",Page,NE,Nebraska,68766,US,"United States",402-338-0300,1,Mullen,1/8/1991,28,505-51-6369,"Vegetable cook","Dream Home Improvements",O+,181.9,82.7,"5' 9""",175
4949,female,American,Ms.,Jessica,B,Groover,"3717 Brown Street",Concord,CA,California,94520,US,"United States",925-915-2430,1,Davis,12/8/1998,20,570-60-2725,"Grill cook","Cardinal Stores",O+,118.6,53.9,"5' 4""",162
4950,female,American,Ms.,Helen,A,Kahn,"1347 Blackwell Street","Fort Wainwright",AK,Alaska,99703,US,"United States",907-356-6442,1,Broadus,2/25/1995,24,574-36-7669,"Animal breeder","Piccolo Mondo",A+,159.5,72.5,"5' 4""",163
4951,female,American,Mrs.,Alexandra,M,Katz,"2171 College View",Carbondale,IL,Illinois,62901,US,"United States",618-663-6226,1,Lopez,2/24/1999,20,357-02-7027,"Microchip processor",Steinberg's,O+,169.6,77.1,"5' 2""",157
4952,female,American,Dr.,Sara,O,Clark,"1297 Pinewood Drive","Arlington Heights",IL,Illinois,60004,US,"United States",847-863-6117,1,Jarman,4/29/1976,43,323-64-7728,"Dental hygienist",Ole's,A+,193.6,88.0,"5' 6""",168
4953,female,American,Mrs.,Tammie,R,Thomas,"3304 Hampton Meadows",Boston,MA,Massachusetts,02210,US,"United States",978-379-9747,1,Leonard,1/23/1992,27,012-84-1711,"Process metallurgical engineer","Monk Real Estate Service",O-,219.3,99.7,"5' 6""",168
4954,female,American,Ms.,Ann,B,Giron,"3751 Neuport Lane",Dunwoody,GA,Georgia,30338,US,"United States",770-390-7384,1,Swanson,1/23/1956,63,253-39-2709,"Motion picture projectionist","Copeland Sports",O+,143.2,65.1,"5' 5""",166
4955,female,American,Mrs.,Lillie,J,Watkins,"4108 Hinkle Lake Road","South Boston",MA,Massachusetts,02127,US,"United States",617-464-7080,1,McCormick,2/7/1983,36,020-07-5003,"Range ecologist","Back To Basics Chiropractic Clinic",A+,178.0,80.9,"5' 3""",160
4956,female,American,Ms.,Viola,S,Peters,"4934 Oakmound Road",Chicago,IL,Illinois,60643,US,"United States",773-239-9678,1,Wilson,3/5/1960,59,330-74-1215,"Theoretical mathematician",Opti-Tek,O+,192.9,87.7,"5' 1""",154
4957,male,American,Mr.,Raymond,A,Williams,"3322 Giraffe Hill Drive",Seagoville,TX,Texas,75159,US,"United States",972-287-0393,1,Anderson,12/5/1997,21,635-84-6161,"Water resources engineer","Hughes & Hatcher",O+,211.0,95.9,"6' 0""",182
4958,female,American,Mrs.,Sharon,B,Green,"4560 Barfield Lane",Mccordsville,IN,Indiana,46055,US,"United States",317-477-2667,1,Mendoza,1/9/1972,47,305-12-2205,"Operational meteorologist",Wag's,A+,215.8,98.1,"5' 8""",173
4959,female,American,Mrs.,Marry,A,Harper,"4042 Hillcrest Avenue",Waltham,MA,Massachusetts,02154,US,"United States",781-851-0243,1,Huff,11/8/1998,20,018-82-3364,Pediatrician,Stratapro,O+,141.5,64.3,"5' 3""",159
4960,female,American,Mrs.,Sandra,D,Williamson,"2807 Wood Duck Drive",Watton,MI,Michigan,49970,US,"United States",906-472-8198,1,Edwards,1/30/1951,68,366-36-3055,"Electrical line worker","Rex Audio Video Appliance",B+,153.1,69.6,"5' 7""",171
4961,female,American,Ms.,Cheryl,G,Young,"4878 Grove Street",Patchogue,NY,"New York",11772,US,"United States",631-758-4652,1,Chandler,5/3/1995,24,113-54-0296,"Office administrative assistant","Your Future Is Now",B+,197.8,89.9,"5' 9""",174
4962,female,American,Mrs.,Latoya,J,Burrow,"4375 Parkview Drive",Anaheim,CA,California,92801,US,"United States",714-269-1887,1,Herron,2/24/1990,29,569-49-1575,"Wildlife biologist","Gas Zone",B+,214.3,97.4,"5' 8""",173
4963,female,American,Ms.,Melissa,H,Abrams,"3762 Gorby Lane",Jackson,MS,Mississippi,39201,US,"United States",601-316-8812,1,Bennette,7/2/1964,55,426-11-1589,Geoscientist,Nedick's,O+,200.4,91.1,"5' 2""",157
4964,female,American,Ms.,Gail,C,Delgado,"3157 Flanigan Oaks Drive",Oakland,MD,Maryland,21550,US,"United States",301-334-4167,1,Cook,3/29/1999,20,220-08-1222,"Publications specialist","Today's Man",A+,106.9,48.6,"5' 9""",175
4965,female,American,Mrs.,Aurora,R,Columbus,"4261 Romrog Way",Kearney,NE,Nebraska,68847,US,"United States",308-233-9914,1,Gonzalez,1/11/1962,57,507-48-5574,Pediatrician,Marianne,B+,161.0,73.2,"5' 6""",168
4966,female,American,Ms.,Judy,E,Brooks,"1231 Washington Street","Corpus Christi",TX,Texas,78476,US,"United States",361-305-9224,1,Thrash,10/12/1954,64,452-27-7030,"Physical oceanographer",Vari-Tec,O+,144.1,65.5,"5' 0""",152
4967,female,American,Mrs.,Lisa,M,Lincoln,"162 Chapmans Lane",Albuquerque,NM,"New Mexico",87106,US,"United States",505-795-8803,1,Kelly,1/31/1977,42,585-07-8727,"Welding machine operator","Fellowship Investments",O+,199.8,90.8,"5' 1""",156
4968,female,American,Ms.,Latoya,G,Burgos,"821 Highland View Drive",Sacramento,CA,California,95814,US,"United States",916-554-6025,1,Hill,10/7/1956,62,570-88-6757,"Food scientist","Earthworks Yard Maintenance",O+,169.2,76.9,"5' 7""",169
4969,female,American,Mrs.,Michelle,M,Johnson,"1951 Roy Alley",Denver,CO,Colorado,80218,US,"United States",303-894-3055,1,Bates,12/4/1943,75,651-18-6788,"Wastewater treatment plant and system operator","Consumers and Consumers Express",B+,154.0,70.0,"5' 0""",152
4970,female,American,Ms.,Kathleen,T,McGuire,"3186 Patterson Road",Bronx,NY,"New York",10461,US,"United States",718-824-4060,1,Robins,3/18/1989,30,060-94-8035,"Childcare worker","Realty Depot",B+,193.6,88.0,"5' 1""",154
4971,female,American,Mrs.,Kay,T,Stoner,"3389 Brooklyn Street",Craigsville,VA,Virginia,24430,US,"United States",540-997-0814,1,Hadley,5/31/1948,71,226-46-9260,Surveyor,Muirhead's,O+,163.2,74.2,"5' 7""",170
4972,female,American,Ms.,Mary,O,Kyzer,"2991 Cimmaron Road",Tustin,CA,California,92680,US,"United States",714-544-3202,1,Sheldon,11/12/1980,38,623-17-7727,"Property custodian","Lionel Playworld",O+,199.5,90.7,"5' 8""",173
4973,female,American,Ms.,Donna,K,Myers,"4805 Atha Drive","Los Angeles",CA,California,90017,US,"United States",661-620-8051,1,Johnson,10/19/1960,58,555-14-0316,"Animal care and service worker","Standard Brands Paint Company",O+,187.2,85.1,"5' 5""",166
4974,female,American,Ms.,Frances,J,Mendiola,"1006 Essex Court","South Burlington",VT,Vermont,05403,US,"United States",802-376-6095,1,Carr,3/19/1974,45,009-86-6292,"Employee development specialist","De-Jaiz Mens Clothing",A+,169.4,77.0,"5' 1""",156
4975,female,American,Mrs.,Kara,J,Raney,"3029 Flanigan Oaks Drive","College Park",MD,Maryland,20741,US,"United States",301-313-8193,1,Stevens,3/18/1963,56,216-47-7756,"Political scientist","Warehouse Club, Inc.",B+,126.3,57.4,"5' 5""",166
4976,female,American,Mrs.,Jessica,C,Curtiss,"535 Horner Street","Cuyahoga Falls",OH,Ohio,44221,US,"United States",330-891-4278,1,Wells,3/9/1938,81,288-02-0543,"Gynecology nurse",Chi-Chi's,O+,164.6,74.8,"5' 6""",167
4977,female,American,Mrs.,Devora,A,Stevenson,"2551 Camden Place",Columbia,SC,"South Carolina",29210,US,"United States",843-922-0950,1,Wood,8/2/1977,42,251-78-7462,"Golf course architect",Newhair,A+,133.3,60.6,"5' 7""",169
4978,female,American,Ms.,Brooke,B,Hight,"3275 O Conner Street",Biloxi,MS,Mississippi,39531,US,"United States",228-861-5237,1,Hood,6/10/1991,28,587-26-7969,"Top executive","Herman's World of Sporting Goods",B+,153.6,69.8,"5' 2""",158
4979,female,American,Mrs.,Margaret,R,Summey,"3561 Hewes Avenue",Baltimore,MD,Maryland,21202,US,"United States",443-603-9302,1,Wood,7/17/1992,27,220-72-3498,Printmaker,"Golf Augusta Pro Shops",B+,134.0,60.9,"5' 1""",156
4980,female,American,Ms.,Socorro,D,Arana,"1741 Pheasant Ridge Road",Philadelphia,PA,Pennsylvania,19153,US,"United States",215-492-2560,1,Kingsbury,3/14/1988,31,159-76-1390,"Payroll and timekeeping clerk","Helping Hand",B+,200.0,90.9,"5' 2""",158
4981,female,American,Mrs.,Janet,A,Blanco,"233 Heavner Avenue","Stone Mountain",GA,Georgia,30083,US,"United States",770-837-8069,1,Furr,3/6/1949,70,670-03-8726,Astronomer,"Al's Auto Parts",A+,150.7,68.5,"4' 11""",151
4982,female,American,Ms.,Nina,M,Miles,"2306 Providence Lane","Mira Loma",CA,California,91752,US,"United States",626-926-0928,1,Bourne,11/9/1935,83,557-51-2746,"Credit analyst",Kent's,B+,163.9,74.5,"5' 5""",164
4983,female,American,Mrs.,Susan,V,Renner,"4848 Oakridge Lane",Macon,GA,Georgia,31213,US,"United States",478-213-5106,1,Spence,8/22/1982,36,260-84-2264,"Fish cleaner","Lechters Housewares",A+,224.6,102.1,"5' 9""",175
4984,female,American,Mrs.,Emily,M,Fant,"3095 Ethels Lane",Tampa,FL,Florida,33602,US,"United States",863-710-1951,1,Duran,7/11/1991,28,771-26-1599,"Technical education teacher","House 2 Home",O+,188.8,85.8,"5' 3""",161
4985,female,American,Ms.,Wilhelmina,G,Murray,"767 Thunder Road","Palo Alto",CA,California,94306,US,"United States",650-485-6540,1,Bobadilla,1/6/1980,39,555-77-2614,"Biological-physical anthropologist",Kent's,A+,217.6,98.9,"5' 5""",166
4986,female,American,Mrs.,Donna,S,Fitzgerald,"65 Mudlick Road",Pasco,WA,Washington,99301,US,"United States",509-545-1469,1,Vick,4/18/1997,22,531-94-8684,Choreographer,"Dream Home Improvements",A+,182.6,83.0,"5' 2""",158
4987,female,American,Mrs.,Lindsay,D,Norris,"791 Railroad Street",Marquette,MI,Michigan,49855,US,"United States",906-278-9454,1,Farley,7/26/1934,85,380-25-8638,"Clinical nurse specialist","Pro Garden Management",A+,196.9,89.5,"5' 7""",170
4988,female,American,Ms.,Daniela,R,Seefeldt,"1311 Bryan Street",Greensboro,NC,"North Carolina",27409,US,"United States",336-217-8034,1,Avalos,3/12/1985,34,688-09-5101,"Housing relocator","Madcats Music & Books",O+,109.8,49.9,"5' 9""",175
4989,female,American,Ms.,Jeniffer,A,Wolfe,"2155 University Hill Road",Ogden,IL,Illinois,61859,US,"United States",217-582-0493,1,Davenport,3/6/1979,40,337-05-3081,"Student services director",LoRay,O+,149.8,68.1,"5' 7""",170
4990,female,American,Mrs.,Susan,L,Rosado,"207 Riverside Drive",Augusta,GA,Georgia,30901,US,"United States",706-873-9716,1,Levinson,4/24/1952,67,673-20-7913,Legislator,"Food Fair",B+,172.5,78.4,"5' 4""",163
